Forage: 17, 19, 18, 17, 21, 15, 14, 13, 16, 14, 12, 14
Forage: 18, 22, 12, 23, 17, 14, 15, 15, 13, 13, 12, 11
Forage: 16, 17, 20, 19, 15, 15, 14, 17, 12, 13, 13, 12
Forage: 19, 13, 14, 14, 18, 14, 18, 12, 15, 8, 14, 11
Forage: 14, 19, 20, 16, 19, 13, 12, 13, 14, 11, 12, 12
Forage: 16, 21, 15, 15, 14, 14, 16, 14, 11, 10, 14, 8
Forage: 15, 16, 22, 19, 14, 17, 18, 15, 10, 16, 10, 12
Forage: 20, 18, 20, 17, 18, 17, 13, 14, 17, 12, 11, 11
Forage: 17, 18, 18, 17, 12, 19, 12, 19, 9, 11, 9, 12
Forage: 18, 16, 19, 14, 21, 13, 17, 9, 14, 14, 13, 15
Forage: 13, 15, 19, 18, 16, 15, 17, 16, 14, 12, 11, 11
Forage: 16, 20, 21, 14, 18, 13, 15, 13, 12, 15, 13, 9
Forage: 17, 19, 20, 17, 15, 15, 18, 10, 15, 16, 10, 10
Forage: 15, 21, 14, 19, 17, 15, 15, 18, 13, 13, 13, 8
Forage: 18, 13, 15, 18, 16, 18, 12, 20, 14, 13, 15, 11
Forage: 18, 16, 16, 17, 20, 13, 16, 14, 15, 12, 16, 7
Forage: 18, 16, 21, 16, 15, 13, 17, 13, 13, 14, 14, 13
Forage: 14, 22, 21, 15, 12, 15, 15, 14, 15, 7, 15, 15
Forage: 13, 15, 18, 19, 15, 17, 11, 15, 14, 12, 14, 9
Forage: 20, 14, 18, 17, 14, 15, 15, 15, 14, 16, 13, 14
Forage: 16, 21, 14, 16, 18, 16, 17, 16, 14, 10, 15, 10
Forage: 16, 15, 16, 20, 13, 15, 17, 14, 16, 13, 15, 11
Forage: 18, 18, 23, 18, 15, 11, 20, 15, 11, 16, 9, 9
Forage: 18, 20, 21, 11, 14, 14, 17, 16, 13, 15, 11, 13
Forage: 18, 18, 23, 17, 14, 16, 14, 13, 13, 14, 11, 10
Forage: 13, 17, 18, 15, 14, 19, 12, 19, 16, 10, 15, 11
Forage: 18, 15, 20, 15, 17, 15, 16, 15, 10, 11, 13, 7
Forage: 18, 17, 18, 15, 18, 18, 15, 14, 14, 12, 12, 15
Forage: 18, 22, 17, 18, 20, 15, 14, 14, 13, 12, 14, 11
Forage: 15, 21, 16, 18, 20, 14, 16, 14, 15, 11, 13, 15
Forage: 18, 17, 15, 17, 18, 19, 12, 13, 12, 18, 11, 11
Forage: 19, 21, 16, 19, 17, 16, 17, 16, 15, 11, 13, 11
Forage: 12, 23, 15, 14, 19, 17, 13, 13, 13, 14, 16, 10
Forage: 15, 20, 17, 12, 16, 14, 16, 14, 16, 15, 9, 12
Forage: 18, 17, 21, 15, 17, 16, 15, 12, 15, 13, 16, 10
Forage: 17, 20, 19, 20, 15, 14, 14, 15, 17, 10, 12, 16
Forage: 19, 16, 20, 15, 22, 16, 19, 9, 16, 11, 12, 15
Forage: 22, 22, 18, 18, 17, 13, 14, 13, 17, 12, 12, 13
Forage: 16, 20, 20, 20, 16, 14, 14, 15, 15, 10, 17, 10
Forage: 19, 15, 21, 14, 16, 17, 12, 17, 12, 13, 12, 16
Forage: 15, 18, 16, 21, 17, 14, 12, 14, 15, 13, 10, 13
Forage: 17, 20, 17, 20, 15, 15, 16, 14, 15, 14, 12, 16
Forage: 16, 17, 18, 19, 13, 21, 12, 13, 17, 12, 15, 11
Forage: 15, 17, 16, 18, 16, 15, 15, 16, 15, 11, 10, 15
Forage: 19, 18, 16, 15, 15, 19, 14, 15, 14, 18, 12, 13
Forage: 16, 19, 20, 12, 16, 15, 19, 13, 15, 13, 11, 15
Forage: 17, 18, 20, 20, 15, 16, 16, 13, 11, 12, 14, 12
Forage: 17, 14, 16, 13, 14, 11, 14, 8, 14, 14, 11, 15
Forage: 17, 20, 16, 19, 15, 15, 18, 15, 11, 15, 10, 13
Forage: 14, 21, 20, 16, 17, 20, 8, 18, 18, 11, 14, 13
Forage: 13, 19, 15, 15, 18, 17, 17, 13, 21, 12, 10, 10
Forage: 16, 14, 15, 17, 14, 14, 19, 14, 13, 13, 13, 16
Forage: 17, 23, 18, 18, 19, 14, 19, 13, 12, 15, 15, 12
Forage: 21, 19, 16, 18, 17, 16, 16, 13, 16, 11, 15, 12
Forage: 15, 19, 18, 16, 18, 16, 14, 16, 13, 12, 14, 12
Forage: 15, 20, 16, 15, 21, 18, 13, 15, 15, 12, 11, 11
Forage: 17, 16, 21, 17, 14, 19, 15, 15, 14, 11, 13, 14
Forage: 18, 22, 16, 23, 13, 19, 15, 13, 16, 11, 10, 15
Forage: 14, 22, 20, 15, 20, 12, 18, 15, 15, 8, 17, 12
Forage: 16, 19, 18, 15, 17, 15, 18, 9, 13, 13, 15, 11
Forage: 18, 19, 17, 18, 15, 12, 18, 10, 16, 14, 10, 14
Forage: 16, 21, 20, 17, 18, 12, 13, 18, 13, 16, 13, 11
Forage: 15, 20, 21, 20, 13, 16, 17, 18, 15, 11, 13, 11
Forage: 18, 16, 14, 12, 17, 15, 18, 14, 17, 10, 12, 11
Forage: 16, 20, 19, 17, 19, 16, 17, 14, 18, 12, 8, 11
Forage: 18, 21, 19, 17, 21, 15, 15, 16, 17, 9, 16, 10
Forage: 16, 21, 16, 18, 14, 14, 17, 15, 14, 16, 13, 13
Forage: 16, 18, 13, 18, 19, 15, 16, 10, 18, 11, 13, 12
Forage: 16, 19, 21, 20, 16, 17, 17, 12, 16, 13, 10, 8
Forage: 19, 20, 15, 18, 17, 14, 15, 15, 10, 13, 10, 12
Forage: 12, 10, 19, 18, 18, 16, 10, 16, 13, 10, 11, 11
Forage: 15, 18, 20, 18, 14, 16, 16, 17, 12, 18, 11, 11
Forage: 18, 20, 18, 17, 15, 13, 16, 17, 14, 14, 11, 11
Forage: 18, 21, 19, 17, 16, 16, 13, 16, 19, 10, 10, 13
Forage: 17, 18, 18, 16, 18, 14, 16, 12, 13, 11, 14, 9
Forage: 12, 22, 18, 18, 20, 14, 13, 16, 13, 10, 12, 8
